;Married;Number of Dependents;Zip Code;Number of Referrals;Tenure in Months;Offer;Internet Type;Avg Monthly GB Download;Contract;Paperless Billing;Payment Method;Monthly Charge;Age_disc;Total Streaming;Premium Services;Refunds;Average Monthly Extra Data Charges
3899;No;0;0.6557377049180317;0;0.014084507042253521;None;DSL;0.12941176470588234;Month-to-Month;No;Bank Withdrawal;0.07336926711181649;1.0;0.0;0.16666666666666666;0.0;0.0
3900;No;0;0.9836065573770494;0;0.295774647887324;None;Fiber Optic;0.2;Month-to-Month;Yes;Credit Card;0.7380369040392591;0.5;1.0;0.3333333333333333;0.0;0.0
3901;Yes;0;0.8688524590163933;1;0.9154929577464789;None;DSL;0.11764705882352941;Two Year;Yes;Bank Withdrawal;0.6675637922081723;0.3333333333333333;1.0;0.8333333333333333;0.0;0.0
3902;No;0;0.7377049180327866;0;0.014084507042253521;None;Cable;0.2823529411764706;Month-to-Month;No;Bank Withdrawal;0.47931369896074844;0.9166666666666667;0.3333333333333333;0.5;0.0;0.0
3903;No;0;0.8524590163934427;0;0.014084507042253521;Offer E;Cable;0.611764705882353;Month-to-Month;Yes;Mailed Check;0.3702251833866002;0.0;0.0;0.5;0.0;0.0
3904;No;0;0.8688524590163933;0;0.0;Offer E;Fiber Optic;0.03529411764705882;Month-to-Month;Yes;Bank Withdrawal;0.6130195344210982;0.25000000000000006;0.3333333333333333;0.16666666666666666;0.0;0.0
3905;Yes;0;0.42622950819672134;0;0.9859154929577465;None;DSL;0.27058823529411763;Two Year;Yes;Credit Card;0.6299137735586875;0.3333333333333333;1.0;0.6666666666666666;0.0;0.0
3906;No;0;0.3606557377049171;0;0.26760563380281693;None;None;0.0;Two Year;Yes;Credit Card;0.028478860260507693;0.6666666666666667;0.0;0.0;0.0;0.0
3907;Yes;1;0.557377049180328;1;0.9154929577464789;Offer A;Cable;0.3176470588235294;One Year;Yes;Credit Card;0.31519823305273786;0.25000000000000006;0.0;0.3333333333333333;0.0;0.0
3908;Yes;0;0.9836065573770494;1;0.46478873239436624;None;Fiber Optic;0.047058823529411764;Month-to-Month;No;Bank Withdrawal;0.6825272611586084;0.3333333333333333;0.3333333333333333;0.5;0.0;0.0
3909;Yes;0;0.524590163934425;1;0.647887323943662;None;DSL;0.12941176470588234;One Year;Yes;Credit Card;0.4759348511332305;0.5;0.3333333333333333;0.3333333333333333;0.0;0.010638297872340427
3910;No;0;0.9836065573770494;0;0.0;None;DSL;0.8117647058823529;Month-to-Month;Yes;Bank Withdrawal;0.371673261026965;0.0;0.6666666666666666;0.0;0.0;0.75
3911;Yes;0;0.8196721311475397;1;0.9577464788732395;None;Fiber Optic;0.3176470588235294;Month-to-Month;Yes;Bank Withdrawal;0.8418158015987363;0.3333333333333333;1.0;0.6666666666666666;0.0;0.0
3912;No;0;0.31147540983606525;0;0.971830985915493;None;Fiber Optic;0.03529411764705882;One Year;Yes;Bank Withdrawal;0.7095580437787514;0.3333333333333333;0.0;0.6666666666666666;0.0;0.01785714285714286
3913;No;0;0.9508196721311464;0;0.22535211267605634;None;None;0.0;One Year;No;Mailed Check;0.03282309318160209;0.25000000000000006;0.0;0.0;0.0;0.0
3914;No;1;0.524590163934425;0;0.0;None;None;0.0;Month-to-Month;No;Credit Card;0.024134627339413323;0.25000000000000006;0.0;0.0;0.0;0.0
3915;Yes;0;0.4590163934426226;1;0.6338028169014085;None;None;0.0;One Year;No;Bank Withdrawal;0.07867888512648738;0.5833333333333333;0.0;0.16666666666666666;0.0;0.0
3916;No;1;0.9344262295081958;0;0.5633802816901409;None;Fiber Optic;0.6941176470588235;Two Year;Yes;Bank Withdrawal;0.9113235283362466;0.16666666666666669;1.0;0.8333333333333333;0.0;0.0
3917;No;0;0.11475409836065609;0;0.7464788732394366;None;Fiber Optic;0.10588235294117647;Month-to-Month;Yes;Bank Withdrawal;0.8046484754960397;0.3333333333333333;1.0;0.5;0.0;0.0
3918;Yes;1;0.3442622950819665;1;0.0;Offer E;None;0.0;Month-to-Month;No;Mailed Check;0.030409630447660763;0.4166666666666667;0.0;0.0;0.0;0.0
3919;No;0;0.03278688524590123;0;0.09859154929577466;None;DSL;0.3058823529411765;Month-to-Month;Yes;Credit Card;0.36684633555908236;0.75;0.6666666666666666;0.16666666666666666;0.0;0.0
3920;No;0;0.9836065573770494;0;0.15492957746478872;None;Fiber Optic;0.2823529411764706;Month-to-Month;Yes;Bank Withdrawal;0.7476907549750245;0.5833333333333333;1.0;0.16666666666666666;1.0;0.125
3921;No;1;0.42622950819672134;0;0.4507042253521127;Offer C;None;0.0;One Year;Yes;Credit Card;0.03282309318160209;0.5;0.0;0.0;0.0;0.0
3922;Yes;0;0.0;1;0.28169014084507044;Offer D;Fiber Optic;0.18823529411764706;Month-to-Month;Yes;Bank Withdrawal;0.841333109051948;0.5833333333333333;1.0;0.6666666666666666;0.0;0.0
3923;Yes;0;0.8852459016393439;1;0.15492957746478872;None;Fiber Optic;0.6941176470588235;Month-to-Month;Yes;Bank Withdrawal;0.6540484008981007;0.16666666666666669;0.3333333333333333;0.6666666666666666;0.0;0.0
3924;No;1;0.3606557377049171;0;0.0;None;DSL;0.3411764705882353;Month-to-Month;No;Bank Withdrawal;0.26306743799960514;0.6666666666666667;0.0;0.16666666666666666;0.0;0.0
3925;Yes;1;0.9836065573770494;0;0.33802816901408456;Offer C;Fiber Optic;0.6941176470588235;Month-to-Month;No;Bank Withdrawal;0.6675637922081723;0.08333333333333337;0.3333333333333333;0.3333333333333333;0.0;0.0
3926;Yes;0;0.19672131147540917;1;0.4507042253521127;Offer C;Cable;0.3529411764705882;One Year;No;Credit Card;0.5599233542743889;0.25000000000000006;1.0;0.5;0.0;0.0
3927;No;0;0.4590163934426226;0;0.14084507042253522;None;DSL;0.1411764705882353;Month-to-Month;No;Credit Card;0.5188944877973862;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0
3928;No;0;0.8852459016393439;0;0.647887323943662;None;None;0.0;Two Year;No;Credit Card;0.03282309318160209;0.5833333333333333;0.0;0.0;0.0;0.0
3929;No;0;0.8360655737704921;0;0.08450704225352114;None;DSL;0.3058823529411765;Two Year;Yes;Bank Withdrawal;0.2669289783739112;0.9166666666666667;0.3333333333333333;0.5;0.0;0.0
3930;No;0;0.524590163934425;0;0.676056338028169;Offer B;Cable;0.6823529411764706;Month-to-Month;Yes;Bank Withdrawal;0.12984429508604362;0.0;0.0;0.3333333333333333;0.0;0.0
3931;Yes;0;0.8032786885245891;1;0.676056338028169;Offer B;Fiber Optic;0.2588235294117647;Month-to-Month;Yes;Bank Withdrawal;0.7945119320134861;0.5833333333333333;1.0;0.5;1.0;0.0
3932;Yes;0;0.4098360655737707;1;0.7605633802816901;None;Fiber Optic;0.047058823529411764;Month-to-Month;Yes;Bank Withdrawal;0.5888849070816848;0.3333333333333333;0.0;0.5;0.0;0.0
3933;Yes;0;0.9180327868852451;0;0.26760563380281693;Offer D;None;0.0;Month-to-Month;No;Bank Withdrawal;0.024134627339413323;0.5;0.0;0.0;0.0;0.0
3934;Yes;0;0.5901639344262293;1;0.3802816901408451;None;None;0.0;Month-to-Month;No;Mailed Check;0.08640196587509966;1.0;0.0;0.16666666666666666;0.0;0.0
3935;No;0;0.7377049180327866;0;0.0;None;Fiber Optic;0.058823529411764705;Month-to-Month;Yes;Bank Withdrawal;0.5116540995955623;0.8333333333333335;0.0;0.16666666666666666;0.0;0.0
3936;Yes;0;0.9672131147540988;1;0.04225352112676056;None;Cable;0.03529411764705882;Month-to-Month;No;Credit Card;0.3663636430122941;0.25000000000000006;0.0;0.5;0.0;0.0
3937;No;0;0.8688524590163933;0;0.5774647887323944;Offer B;None;0.0;Two Year;Yes;Bank Withdrawal;0.0386154037430613;0.08333333333333337;0.0;0.0;0.0;0.0
3938;No;0;0.8852459016393439;0;0.0;None;Fiber Optic;0.16470588235294117;Month-to-Month;Yes;Bank Withdrawal;0.513102177235927;0.4166666666666667;0.0;0.0;0.0;0.125
3939;No;0;0.6721311475409824;0;0.04225352112676056;None;DSL;0.3529411764705882;Month-to-Month;Yes;Bank Withdrawal;0.38277518960309515;0.3333333333333333;0.3333333333333333;0.16666666666666666;0.0;0.0
3940;No;0;0.4918032786885238;0;0.5633802816901409;Offer B;None;0.0;Month-to-Month;No;Bank Withdrawal;0.03571924846233171;0.5;0.0;0.0;0.0;0.0
3941;No;0;0.245901639344261;0;0.16901408450704225;None;None;0.0;One Year;Yes;Credit Card;0.03089232299444905;0.3333333333333333;0.0;0.0;0.0;0.0
3942;Yes;1;0.19672131147540917;1;0.6901408450704226;None;None;0.0;Two Year;No;Credit Card;0.07916157767327567;0.25000000000000006;0.0;0.16666666666666666;0.0;0.0
3943;No;0;0.4918032786885238;0;0.0;None;Fiber Optic;0.3529411764705882;Month-to-Month;Yes;Bank Withdrawal;0.5126194846891388;0.8333333333333335;0.0;0.0;0.0;0.5
3944;No;0;0.8852459016393439;0;0.0;None;DSL;0.32941176470588235;Month-to-Month;No;Bank Withdrawal;0.2756174442161;0.5;0.0;0.16666666666666666;0.0;0.0
3945;Yes;1;0.8524590163934427;1;0.9154929577464789;None;Fiber Optic;0.3529411764705882;One Year;Yes;Bank Withdrawal;0.8509869599877133;0.75;1.0;0.6666666666666666;0.0;0.0
3946;No;1;0.3770491803278677;0;0.1267605633802817;Offer D;None;0.0;Month-to-Month;No;Credit Card;0.07771350003291089;0.6666666666666667;0.0;0.16666666666666666;0.0;0.0
3947;Yes;0;0.03278688524590123;1;0.014084507042253521;Offer E;Fiber Optic;0.21176470588235294;Month-to-Month;No;Bank Withdrawal;0.6028829909385445;1.0;0.0;0.5;0.0;0.0
3948;Yes;0;0.8524590163934427;1;0.0;Offer E;None;0.0;One Year;No;Mailed Check;0.027996167713719433;0.0;0.0;0.0;0.0;0.0
3949;No;0;0.21311475409835978;0;0.014084507042253521;None;None;0.0;Month-to-Month;No;Credit Card;0.03475386336875519;0.5833333333333333;0.0;0.0;0.0;0.0
3950;No;0;0.3606557377049171;0;0.0;Offer E;Fiber Optic;0.2;Month-to-Month;Yes;Bank Withdrawal;0.5652329722890597;1.0;0.0;0.16666666666666666;0.0;0.25
3951;No;0;0.32786885245901587;0;0.2112676056338028;None;Fiber Optic;0.18823529411764706;Month-to-Month;Yes;Bank Withdrawal;0.7665157642997669;0.9166666666666667;0.6666666666666666;0.3333333333333333;0.0;0.0
3952;Yes;1;1.0;1;0.36619718309859156;None;Fiber Optic;0.6235294117647059;One Year;Yes;Credit Card;0.6168810747954043;0.4166666666666667;0.0;0.5;0.0;0.0
3953;No;0;0.524590163934425;0;0.8028169014084507;Offer B;None;0.0;Two Year;No;Credit Card;0.03427117082196693;0.6666666666666667;0.0;0.0;0.0;0.0
3954;Yes;0;0.7868852459016384;1;0.02816901408450704;Offer E;Fiber Optic;0.3176470588235294;Month-to-Month;Yes;Bank Withdrawal;0.7515522953493305;0.8333333333333335;0.6666666666666666;0.3333333333333333;0.0;0.0
3955;No;0;0.3442622950819665;0;0.09859154929577466;Offer E;Cable;0.18823529411764706;Month-to-Month;Yes;Bank Withdrawal;0.47014254057177135;0.25000000000000006;0.3333333333333333;0.5;0.0;0.0
3956;Yes;0;0.9180327868852451;1;0.9859154929577465;Offer A;Fiber Optic;0.32941176470588235;One Year;Yes;Bank Withdrawal;0.8587100407363257;0.5;1.0;0.6666666666666666;0.0;0.0
3957;Yes;0;0.21311475409835978;1;0.11267605633802817;Offer E;Fiber Optic;0.058823529411764705;Month-to-Month;Yes;Bank Withdrawal;0.6622541741935013;0.75;0.3333333333333333;0.16666666666666666;0.0;0.06944444444444445
3958;Yes;0;0.3442622950819665;1;0.3802816901408451;Offer C;Fiber Optic;0.23529411764705882;Month-to-Month;Yes;Credit Card;0.8162330966189582;0.75;0.6666666666666666;0.5;0.0;0.0
3959;Yes;0;0.32786885245901587;1;0.02816901408450704;None;Fiber Optic;0.3411764705882353;Month-to-Month;Yes;Credit Card;0.563784894648695;0.25000000000000006;0.0;0.3333333333333333;0.0;0.0
3960;No;0;0.8852459016393439;0;0.295774647887324;None;Fiber Optic;0.611764705882353;Month-to-Month;Yes;Mailed Check;0.6521176307109477;0.08333333333333337;0.6666666666666666;0.3333333333333333;0.0;0.0
3961;No;0;0.557377049180328;0;0.8732394366197184;None;Fiber Optic;0.2;Two Year;No;Credit Card;0.9185715783245274;0.25000000000000006;1.0;0.8333333333333333;0.0;0.0
3962;No;0;0.0;0;0.46478873239436624;None;DSL;0.18823529411764706;One Year;No;Mailed Check;0.38808480761776615;0.4166666666666667;0.0;0.5;0.0;0.0
3963;No;0;0.557377049180328;0;0.6338028169014085;Offer B;Fiber Optic;0.8588235294117647;Month-to-Month;Yes;Credit Card;0.6989388077494096;0.0;0.3333333333333333;0.5;0.0;0.0
3964;No;0;0.8360655737704921;0;0.19718309859154928;Offer D;None;0.0;Month-to-Month;No;Bank Withdrawal;0.02896155280729598;0.5833333333333333;0.0;0.0;0.0;0.0
3965;Yes;1;0.03278688524590123;1;0.8028169014084507;None;Fiber Optic;0.8941176470588235;One Year;No;Credit Card;0.7964427022006393;0.0;1.0;0.5;0.0;0.0
3966;Yes;1;0.3442622950819665;1;0.6056338028169015;None;Cable;0.6941176470588235;Two Year;Yes;Credit Card;0.36008863990404655;0.0;0.6666666666666666;0.8333333333333333;1.0;0.0
3967;Yes;0;0.29508196721311464;1;0.0;Offer E;Fiber Optic;0.21176470588235294;Month-to-Month;No;Bank Withdrawal;0.5140675623295035;0.3333333333333333;0.0;0.0;0.0;0.125
3968;No;0;0.9016393442622945;0;0.295774647887324;None;Fiber Optic;0.2;Month-to-Month;Yes;Bank Withdrawal;0.8109234786042874;0.5;1.0;0.5;0.0;0.0
3969;Yes;0;0.557377049180328;1;0.26760563380281693;None;DSL;0.11764705882352941;Month-to-Month;Yes;Bank Withdrawal;0.07433465220539301;0.4166666666666667;0.0;0.16666666666666666;0.0;0.0
3970;Yes;1;0.03278688524590123;1;0.09859154929577466;Offer E;DSL;0.21176470588235294;Month-to-Month;No;Credit Card;0.3658809504655058;0.6666666666666667;0.0;0.5;0.0;0.0
3971;Yes;1;0.8852459016393439;1;0.323943661971831;None;Fiber Optic;0.6235294117647059;One Year;No;Bank Withdrawal;0.6410157021348177;0.6666666666666667;0.0;0.6666666666666666;0.0;0.0
3972;No;0;0.5901639344262293;0;0.0;Offer E;Fiber Optic;0.27058823529411763;Month-to-Month;Yes;Bank Withdrawal;0.6632195592870778;0.5;0.3333333333333333;0.3333333333333333;0.0;0.0
3973;No;0;0.9016393442622945;0;1.0;Offer A;None;0.0;Two Year;No;Credit Card;0.08398850314115833;0.3333333333333333;0.0;0.16666666666666666;0.0;0.0
3974;No;0;0.7540983606557372;0;0.18309859154929578;None;Fiber Optic;0.03529411764705882;Two Year;Yes;Bank Withdrawal;0.6139849195146747;0.9166666666666667;0.0;0.5;1.0;0.0
3975;Yes;1;0.4918032786885238;1;0.014084507042253521;Offer E;Fiber Optic;0.22352941176470587;Month-to-Month;No;Credit Card;0.5135848697827152;0.5;0.0;0.16666666666666666;0.0;0.0
3976;No;0;0.0;0;0.07042253521126761;None;DSL;0.2588235294117647;Month-to-Month;Yes;Credit Card;0.3161636181463144;0.6666666666666667;0.0;0.3333333333333333;0.0;0.0
3977;No;0;0.5737704918032787;0;0.15492957746478872;None;None;0.0;One Year;No;Credit Card;0.024617319886201583;0.6666666666666667;0.0;0.0;0.0;0.0
3978;No;0;0.3606557377049171;0;0.08450704225352114;None;Fiber Optic;0.047058823529411764;Month-to-Month;Yes;Bank Withdrawal;0.5126194846891388;0.6666666666666667;0.0;0.16666666666666666;0.0;0.0
3979;Yes;0;0.0983606557377037;0;1.0;None;None;0.0;Two Year;Yes;Bank Withdrawal;0.07964427022006393;0.9166666666666667;0.0;0.16666666666666666;1.0;0.0
3980;Yes;0;0.5737704918032787;1;0.1267605633802817;None;Fiber Optic;0.49411764705882355;Month-to-Month;Yes;Credit Card;0.5927464474559909;0.08333333333333337;0.0;0.5;0.0;0.0
3981;No;0;0.4098360655737707;0;0.26760563380281693;None;Fiber Optic;0.1411764705882353;Month-to-Month;Yes;Bank Withdrawal;0.7467253698814478;0.9166666666666667;0.3333333333333333;0.5;0.0;0.05
3982;No;0;0.7377049180327866;0;0.19718309859154928;Offer D;Fiber Optic;0.047058823529411764;Month-to-Month;Yes;Credit Card;0.652600323257736;0.4166666666666667;0.0;0.6666666666666666;0.0;0.0
3983;No;0;0.8524590163934427;0;0.8028169014084507;None;DSL;0.18823529411764706;Two Year;Yes;Credit Card;0.46483292255710046;0.5833333333333333;0.0;0.8333333333333333;0.0;0.0
3984;No;1;0.3606557377049171;0;0.26760563380281693;None;None;0.0;Month-to-Month;Yes;Bank Withdrawal;0.025582704979778104;0.16666666666666669;0.0;0.0;0.0;0.0
3985;Yes;0;0.31147540983606525;1;0.6338028169014085;Offer B;DSL;0.9647058823529412;Month-to-Month;No;Bank Withdrawal;0.3509174815150696;0.08333333333333337;0.3333333333333333;0.5;0.0;0.0
3986;No;0;0.557377049180328;0;0.04225352112676056;None;None;0.0;One Year;No;Credit Card;0.03089232299444905;0.4166666666666667;0.0;0.0;0.0;0.0
3987;Yes;1;0.8852459016393439;1;0.47887323943661975;None;None;0.0;Two Year;Yes;Credit Card;0.08350581059437004;0.5833333333333333;0.0;0.16666666666666666;0.0;0.0
3988;No;0;0.8196721311475397;0;0.0;None;None;0.0;Month-to-Month;No;Credit Card;0.04054617393021437;0.0;0.0;0.0;0.0;0.0
3989;No;0;0.9180327868852451;0;0.11267605633802817;None;None;0.0;Month-to-Month;Yes;Bank Withdrawal;0.026548090073354652;0.4166666666666667;0.0;0.0;0.0;0.0
3990;No;0;0.21311475409835978;0;0.26760563380281693;None;Fiber Optic;0.29411764705882354;Month-to-Month;Yes;Bank Withdrawal;0.6984561152026212;0.5;0.3333333333333333;0.3333333333333333;1.0;0.018750000000000003
3991;No;1;0.3770491803278677;0;0.47887323943661975;None;None;0.0;One Year;Yes;Credit Card;0.03234040063481386;0.4166666666666667;0.0;0.0;0.0;0.0
3992;No;0;0.4098360655737707;0;0.28169014084507044;None;Fiber Optic;0.10588235294117647;Month-to-Month;Yes;Bank Withdrawal;0.6501868605237946;0.4166666666666667;0.6666666666666666;0.3333333333333333;0.0;0.0
3993;No;0;0.3770491803278677;0;0.676056338028169;None;Fiber Optic;0.16470588235294117;One Year;No;Credit Card;0.8186465593528995;0.9166666666666667;1.0;0.5;0.0;0.0
3994;No;1;0.03278688524590123;0;0.02816901408450704;Offer E;DSL;0.6588235294117647;Month-to-Month;Yes;Bank Withdrawal;0.46097138218279426;0.5;0.6666666666666666;0.3333333333333333;0.0;0.25
3995;No;0;0.5901639344262293;0;0.647887323943662;Offer B;Fiber Optic;0.11764705882352941;Month-to-Month;Yes;Bank Withdrawal;0.864985043844573;0.5;1.0;0.6666666666666666;0.0;0.0
3996;No;1;0.7377049180327866;0;0.16901408450704225;Offer D;Cable;0.6941176470588235;Month-to-Month;Yes;Credit Card;0.34126363057930426;0.16666666666666669;0.3333333333333333;0.3333333333333333;0.0;0.0
3997;No;0;0.5901639344262293;0;0.4084507042253521;None;Cable;0.49411764705882355;One Year;Yes;Credit Card;0.22783088208406166;0.08333333333333337;0.6666666666666666;0.3333333333333333;0.0;0.0
3998;Yes;0;0.9672131147540988;1;0.8028169014084507;None;DSL;0.6941176470588235;Two Year;Yes;Bank Withdrawal;0.6521176307109477;0.16666666666666669;1.0;0.8333333333333333;0.0;0.0
3999;Yes;0;0.524590163934425;1;0.7323943661971831;Offer B;None;0.0;One Year;Yes;Bank Withdrawal;0.02992693790087253;0.6666666666666667;0.0;0.0;1.0;0.0
4000;No;0;0.524590163934425;0;0.014084507042253521;None;Fiber Optic;0.22352941176470587;Month-to-Month;No;Bank Withdrawal;0.7023176555769275;0.8333333333333335;0.6666666666666666;0.5;0.0;0.0
4001;Yes;0;0.32786885245901587;1;0.8309859154929577;Offer B;Fiber Optic;0.29411764705882354;Month-to-Month;Yes;Bank Withdrawal;0.8606408109234787;0.8333333333333335;1.0;0.5;0.0;0.02291666666666667
4002;Yes;1;1.0;1;0.09859154929577466;None;None;0.0;Two Year;No;Credit Card;0.028478860260507693;0.08333333333333337;0.0;0.0;0.0;0.0
4003;No;0;0.9672131147540988;0;0.014084507042253521;Offer E;Fiber Optic;0.23529411764705882;Month-to-Month;Yes;Credit Card;0.7563792208172131;0.9166666666666667;0.3333333333333333;0.6666666666666666;0.0;0.0
4004;No;0;0.9016393442622945;0;0.7042253521126761;Offer B;Fiber Optic;0.023529411764705882;Month-to-Month;Yes;Bank Withdrawal;0.7940292394666979;0.25000000000000006;1.0;0.5;0.0;0.0
4005;Yes;0;0.8196721311475397;1;0.36619718309859156;Offer C;DSL;0.29411764705882354;Month-to-Month;No;Bank Withdrawal;0.1906635559813652;0.8333333333333335;0.3333333333333333;0.0;0.0;0.01388888888888889
4006;No;0;0.3442622950819665;0;0.15492957746478872;None;Fiber Optic;0.18823529411764706;One Year;No;Mailed Check;0.7602407611915194;0.6666666666666667;1.0;0.3333333333333333;0.0;0.0
4007;No;0;0.524590163934425;0;0.04225352112676056;Offer E;Cable;0.18823529411764706;Month-to-Month;Yes;Mailed Check;0.07240388201823994;0.5;0.0;0.16666666666666666;0.0;0.0
4008;No;0;0.8852459016393439;0;0.4225352112676057;None;Fiber Optic;0.1411764705882353;Month-to-Month;Yes;Bank Withdrawal;0.6217080002632869;0.6666666666666667;0.0;0.5;0.0;0.0
4009;No;0;0.7377049180327866;0;0.1267605633802817;Offer D;DSL;0.16470588235294117;Month-to-Month;No;Credit Card;0.28237513987113577;0.4166666666666667;0.0;0.16666666666666666;0.0;0.0
4010;Yes;0;0.3442622950819665;1;0.5633802816901409;None;Fiber Optic;0.18823529411764706;One Year;Yes;Bank Withdrawal;0.6704599474889019;0.5833333333333333;0.0;0.6666666666666666;0.0;0.0
4011;No;0;0.9180327868852451;0;0.23943661971830985;None;Cable;0.27058823529411763;One Year;Yes;Credit Card;0.3195424659738323;0.8333333333333335;0.0;0.3333333333333333;0.0;0.0
4012;Yes;1;0.7377049180327866;1;0.4366197183098592;None;Fiber Optic;0.6705882352941176;Month-to-Month;Yes;Bank Withdrawal;0.6694945623953252;0.4166666666666667;0.3333333333333333;0.16666666666666666;0.0;0.05078125
4013;No;0;0.9180327868852451;0;0.1267605633802817;None;Fiber Optic;0.24705882352941178;Month-to-Month;Yes;Mailed Check;0.5695772052101542;0.25000000000000006;0.0;0.3333333333333333;0.0;0.0
4014;No;0;0.524590163934425;0;0.676056338028169;Offer B;Fiber Optic;0.023529411764705882;Month-to-Month;Yes;Bank Withdrawal;0.7669984568465551;0.75;0.6666666666666666;0.3333333333333333;0.0;0.0
4015;No;0;0.8032786885245891;0;0.8591549295774649;None;None;0.0;Two Year;No;Bank Withdrawal;0.02992693790087253;0.16666666666666669;0.0;0.0;0.0;0.0
4016;Yes;0;0.3770491803278677;1;0.5774647887323944;Offer B;Cable;0.09411764705882353;Two Year;No;Credit Card;0.3031309193830312;0.5;0.3333333333333333;0.6666666666666666;0.0;0.0
4017;Yes;0;0.16393442622950793;0;1.0;None;Fiber Optic;0.3529411764705882;Two Year;No;Bank Withdrawal;0.7877542363584504;0.75;1.0;0.5;0.0;0.0
4018;No;0;0.0983606557377037;0;0.323943661971831;None;Fiber Optic;0.611764705882353;Month-to-Month;Yes;Bank Withdrawal;0.7028003481237157;0.0;0.6666666666666666;0.5;0.0;0.0
4019;No;0;0.5409836065573774;0;0.9014084507042254;Offer B;None;0.0;Two Year;Yes;Bank Withdrawal;0.08060965531364048;0.0;0.0;0.16666666666666666;0.0;0.0
4020;Yes;1;0.278688524590164;1;1.0;None;Fiber Optic;0.16470588235294117;Two Year;No;Credit Card;0.8625715811106316;0.5833333333333333;0.3333333333333333;1.0;0.0;0.0
4021;No;0;0.8032786885245891;0;0.056338028169014086;Offer E;DSL;0.023529411764705882;Month-to-Month;No;Bank Withdrawal;0.21962510878866115;0.5833333333333333;0.6666666666666666;0.3333333333333333;1.0;0.0
4022;Yes;0;0.5901639344262293;1;0.971830985915493;Offer A;Fiber Optic;0.03529411764705882;Two Year;Yes;Credit Card;0.5686118201165777;0.8333333333333335;0.0;0.3333333333333333;1.0;0.0
4023;Yes;0;0.8032786885245891;1;0.6901408450704226;None;Fiber Optic;0.27058823529411763;One Year;Yes;Bank Withdrawal;0.8099580935107109;1.0;1.0;0.5;0.0;0.0
4024;No;0;0.8688524590163933;0;0.0;Offer E;Cable;0.6941176470588235;Month-to-Month;Yes;Bank Withdrawal;0.41897713061221514;0.0;0.6666666666666666;0.16666666666666666;0.0;0.25
4025;No;0;0.08196721311475308;0;0.014084507042253521;Offer E;DSL;0.09411764705882353;Month-to-Month;Yes;Credit Card;0.22831357463084995;0.25000000000000006;0.0;0.6666666666666666;0.0;0.0
4026;Yes;0;0.5901639344262293;1;0.9859154929577465;Offer A;Cable;0.6941176470588235;Two Year;Yes;Credit Card;0.5464079629643173;0.16666666666666669;1.0;0.5;0.0;0.0
4027;Yes;0;0.9180327868852451;1;0.9859154929577465;Offer A;Fiber Optic;0.9647058823529412;One Year;Yes;Credit Card;0.843263879239101;0.0;1.0;0.6666666666666666;0.0;0.0
4028;No;0;0.9344262295081958;0;0.943661971830986;Offer A;Cable;0.6941176470588235;Two Year;Yes;Credit Card;0.6342580064797818;0.0;1.0;0.6666666666666666;0.0;0.016544117647058824
4029;Yes;1;0.21311475409835978;1;0.5915492957746479;None;Fiber Optic;0.29411764705882354;One Year;Yes;Credit Card;0.7394288546392997;0.6666666666666667;0.0;0.8333333333333333;1.0;0.0
4030;Yes;0;0.5737704918032787;1;1.0;Offer A;Fiber Optic;0.29411764705882354;Two Year;Yes;Bank Withdrawal;0.7105234288723279;0.3333333333333333;0.0;0.8333333333333333;0.0;0.0
4031;Yes;0;0.8032786885245891;1;0.056338028169014086;None;Fiber Optic;0.27058823529411763;Month-to-Month;Yes;Bank Withdrawal;0.6453599350559118;0.5833333333333333;0.6666666666666666;0.3333333333333333;1.0;0.0
4032;No;0;0.3442622950819665;0;0.22535211267605634;None;Fiber Optic;0.047058823529411764;One Year;No;Bank Withdrawal;0.6757695655035727;0.3333333333333333;0.0;0.6666666666666666;0.0;0.0
4033;No;0;0.11475409836065609;0;0.04225352112676056;None;None;0.0;Month-to-Month;No;Credit Card;0.03475386336875519;0.25000000000000006;0.0;0.0;0.0;0.0
4034;Yes;1;0.3442622950819665;1;0.19718309859154928;None;None;0.0;Month-to-Month;Yes;Bank Withdrawal;0.03137501554123731;0.6666666666666667;0.0;0.0;0.0;0.0
4035;No;0;0.9180327868852451;0;0.0;None;Cable;0.3058823529411765;Month-to-Month;Yes;Credit Card;0.27658282930967654;0.16666666666666669;0.0;0.16666666666666666;0.0;0.0
4036;No;0;0.32786885245901587;0;0.4225352112676057;None;Fiber Optic;0.2823529411764706;Two Year;Yes;Bank Withdrawal;0.7139022766998457;0.9166666666666667;0.3333333333333333;0.3333333333333333;0.0;0.04032258064516129
4037;No;0;0.31147540983606525;0;0.5633802816901409;Offer B;Fiber Optic;0.6941176470588235;Two Year;Yes;Credit Card;0.8003042425749456;0.16666666666666669;1.0;0.5;0.0;0.0
4038;Yes;1;0.4098360655737707;1;0.9295774647887325;Offer A;Fiber Optic;0.8941176470588235;Two Year;No;Bank Withdrawal;0.8340927208501241;0.16666666666666669;1.0;0.6666666666666666;0.0;0.0
4039;No;0;0.9180327868852451;0;0.22535211267605634;Offer D;None;0.0;Two Year;No;Credit Card;0.026065397526566364;0.5;0.0;0.0;0.0;0.0
